Reporter Identifier	Reporter Name
AM10024	GB17452-RA [PREDICTED: Apis mellifera similar to CG10395-PA, isoform A (LOC414002), mRNA]
AM12670	GB20123-RA
AM12670	GB20123-RA
AM10283	GB17710-RA [PREDICTED: Apis mellifera similar to dynactin 2 (p50) (LOC412267), mRNA]
AM10283	GB17710-RA [PREDICTED: Apis mellifera similar to dynactin 2 (p50) (LOC412267), mRNA]
AM04815	GB12194-RA
AM04815	GB12194-RA
AM08155	GB15571-RA
AM08155	GB15571-RA
AM03998	GB11375-RA [PREDICTED: Apis mellifera similar to Collagen alpha-1(IX) chain precursor (LOC409448), mRNA]
AM03998	GB11375-RA [PREDICTED: Apis mellifera similar to Collagen alpha-1(IX) chain precursor (LOC409448), mRNA]
AM01130	"NW_001253328.1 SET: UI_EST BI503666; Apis mellifera linkage group 3 genomic contig, reference assembly (based on Amel_4.0 Group3.36)"
AM01130	"NW_001253328.1 SET: UI_EST BI503666; Apis mellifera linkage group 3 genomic contig, reference assembly (based on Amel_4.0 Group3.36)"
AM10605	GB18032-RA [PREDICTED: Apis mellifera similar to dorsal CG6667-PA, isoform A (LOC411712), mRNA]
AM10605	GB18032-RA [PREDICTED: Apis mellifera similar to dorsal CG6667-PA, isoform A (LOC411712), mRNA]
AM03001	GB10372-RA [PREDICTED: Apis mellifera similar to shifted CG3135-PA (LOC552805), mRNA]
AM03001	GB10372-RA [PREDICTED: Apis mellifera similar to shifted CG3135-PA (LOC552805), mRNA]
AM02253	[Antisense] XM_623639.2 [PREDICTED: Apis mellifera similar to Tetraspanin 97E CG6323-PA, isoform A (LOC551248), mRNA]
AM02253	[Antisense] XM_623639.2 [PREDICTED: Apis mellifera similar to Tetraspanin 97E CG6323-PA, isoform A (LOC551248), mRNA]
AM12695	GB20149-RA
AM12695	GB20149-RA
AM06652	GB14053-RA
AM06652	GB14053-RA
AM11950	GB19397-RA [PREDICTED: Apis mellifera similar to CG9005-PA (LOC410423), mRNA]
AM11950	GB19397-RA [PREDICTED: Apis mellifera similar to CG9005-PA (LOC410423), mRNA]
AM09215	GB16637-RA [PREDICTED: Apis mellifera similar to -Adaptin CG4260-PA, isoform A, transcript variant 1 (LOC411147), mRNA]
AM09215	GB16637-RA [PREDICTED: Apis mellifera similar to -Adaptin CG4260-PA, isoform A, transcript variant 1 (LOC411147), mRNA]
AM00570	DB736948 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10032G20 5', mRNA sequence
AM00570	DB736948 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10032G20 5', mRNA sequence
AM03703	GB11079-RA [PREDICTED: Apis mellifera similar to Clast3 protein (LOC726900), mRNA]
AM03703	GB11079-RA [PREDICTED: Apis mellifera similar to Clast3 protein (LOC726900), mRNA]
AM04765	GB12144-RA [PREDICTED: Apis mellifera similar to Vesicular-fusion protein Nsf1 (N-ethylmaleimide-sensitive fusion protein 1) (NEM-sensitive fusion protein 1) (dNsf-1) (Protein comatose), transcript variant 1 (LOC725680), mRNA]
AM04765	GB12144-RA [PREDICTED: Apis mellifera similar to Vesicular-fusion protein Nsf1 (N-ethylmaleimide-sensitive fusion protein 1) (NEM-sensitive fusion protein 1) (dNsf-1) (Protein comatose), transcript variant 1 (LOC725680), mRNA]
AM08455	GB15873-RA
AM08455	GB15873-RA
AM09939	GB17366-RA [PREDICTED: Apis mellifera similar to CG10960-PB, isoform B (LOC551957), mRNA]
AM09939	GB17366-RA [PREDICTED: Apis mellifera similar to CG10960-PB, isoform B (LOC551957), mRNA]
AM04923	GB12304-RA
AM04923	GB12304-RA
AM04231	GB11611-RA [PREDICTED: Apis mellifera similar to CG12393-PA, isoform A (LOC412343), mRNA]
AM04231	GB11611-RA [PREDICTED: Apis mellifera similar to CG12393-PA, isoform A (LOC412343), mRNA]
AM12600	GB20053-RA [PREDICTED: Apis mellifera similar to nuclear receptor subfamily 2, group E, member 1 (LOC725327), mRNA]
AM12600	GB20053-RA [PREDICTED: Apis mellifera similar to nuclear receptor subfamily 2, group E, member 1 (LOC725327), mRNA]
AM09841	GB17266-RA [PREDICTED: Apis mellifera similar to nab CG33545-PA, transcript variant 2 (LOC552530), partial mRNA]
AM09841	GB17266-RA [PREDICTED: Apis mellifera similar to nab CG33545-PA, transcript variant 2 (LOC552530), partial mRNA]
AM07545	GB14954-RA [PREDICTED: Apis mellifera similar to metabotropic GABA-B receptor subtype 1 CG15274-PA (LOC408760), mRNA]
AM07545	GB14954-RA [PREDICTED: Apis mellifera similar to metabotropic GABA-B receptor subtype 1 CG15274-PA (LOC408760), mRNA]
AM12384	GB19837-RA [PREDICTED: Apis mellifera similar to 65 kDa Yes-associated protein (YAP65) (LOC408292), mRNA]
AM12384	GB19837-RA [PREDICTED: Apis mellifera similar to 65 kDa Yes-associated protein (YAP65) (LOC408292), mRNA]
NaPi	Buffer
NaPi	Buffer
AM04430	GB11811-RA [PREDICTED: Apis mellifera similar to CG9783-PA (LOC409422), partial mRNA]
AM04430	GB11811-RA [PREDICTED: Apis mellifera similar to CG9783-PA (LOC409422), partial mRNA]
AM05306	GB12691-RA [PREDICTED: Apis mellifera similar to 40S ribosomal protein S26 (DS31) (LOC726789), mRNA]
AM05306	GB12691-RA [PREDICTED: Apis mellifera similar to 40S ribosomal protein S26 (DS31) (LOC726789), mRNA]
AM07716	GB15126-RA
AM07716	GB15126-RA
AM00875	DB775272 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10072I18 3', mRNA sequence
AM00875	DB775272 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10072I18 3', mRNA sequence
AM11610	GB19055-RA
AM11610	GB19055-RA
AM06542	GB13944-RA [PREDICTED: Apis mellifera similar to calcyclin binding protein (LOC412708), mRNA]
AM06542	GB13944-RA [PREDICTED: Apis mellifera similar to calcyclin binding protein (LOC412708), mRNA]
AM09531	GB16954-RA [PREDICTED: Apis mellifera similar to TRAP/Mediator complex component TRAP25, transcript variant 1 (LOC412870), mRNA]
AM09531	GB16954-RA [PREDICTED: Apis mellifera similar to TRAP/Mediator complex component TRAP25, transcript variant 1 (LOC412870), mRNA]
AM10956	GB18393-RA [Apis mellifera follistatin-like 5 (Fstl5), mRNA]
AM10956	GB18393-RA [Apis mellifera follistatin-like 5 (Fstl5), mRNA]
AM09453	GB16876-RA [PREDICTED: Apis mellifera similar to IGF-II mRNA-binding protein CG1691-PA, isoform A (LOC410398), mRNA]
AM09453	GB16876-RA [PREDICTED: Apis mellifera similar to IGF-II mRNA-binding protein CG1691-PA, isoform A (LOC410398), mRNA]
AM10454	GB17883-RA [PREDICTED: Apis mellifera similar to CG3214-PA (LOC727199), partial mRNA]
AM10454	GB17883-RA [PREDICTED: Apis mellifera similar to CG3214-PA (LOC727199), partial mRNA]
AM02308	BB160016A10F03.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160016A10F03 5', mRNA sequence
AM02308	BB160016A10F03.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160016A10F03 5', mRNA sequence
AM11508	GB18952-RA [PREDICTED: Apis mellifera similar to Acetyl-CoA acetyltransferase, mitochondrial precursor (Acetoacetyl-CoA thiolase) (LOC726218), mRNA]
AM11508	GB18952-RA [PREDICTED: Apis mellifera similar to Acetyl-CoA acetyltransferase, mitochondrial precursor (Acetoacetyl-CoA thiolase) (LOC726218), mRNA]
AM00123	"NW_001253354.1 SET: Dscam exon 6.11; Apis mellifera linkage group 4 genomic contig, reference assembly (based on Amel_4.0 Group4.23)"
AM00123	"NW_001253354.1 SET: Dscam exon 6.11; Apis mellifera linkage group 4 genomic contig, reference assembly (based on Amel_4.0 Group4.23)"
AM09898	GB17323-RA [PREDICTED: Apis mellifera similar to cueball CG12086-PA (LOC552401), mRNA]
AM09898	GB17323-RA [PREDICTED: Apis mellifera similar to cueball CG12086-PA (LOC552401), mRNA]
AM10219	GB17645-RA [PREDICTED: Apis mellifera similar to CG7453-PB, isoform B (LOC724585), mRNA]
AM10219	GB17645-RA [PREDICTED: Apis mellifera similar to CG7453-PB, isoform B (LOC724585), mRNA]
AM08746	GB16168-RA [PREDICTED: Apis mellifera hypothetical protein LOC725522 (LOC725522), partial mRNA]
AM08746	GB16168-RA [PREDICTED: Apis mellifera hypothetical protein LOC725522 (LOC725522), partial mRNA]
AM03195	GB10568-RA [PREDICTED: Apis mellifera similar to CG1271-PA, isoform A (LOC408989), mRNA]
AM03195	GB10568-RA [PREDICTED: Apis mellifera similar to CG1271-PA, isoform A (LOC408989), mRNA]
AM00193	GB30245-RA
AM00193	GB30245-RA
AM09733	GB17158-RA [PREDICTED: Apis mellifera similar to CG8446-PA, transcript variant 2 (LOC551712), mRNA]
AM09733	GB17158-RA [PREDICTED: Apis mellifera similar to CG8446-PA, transcript variant 2 (LOC551712), mRNA]
AM12810	GB16857-RA [Apis mellifera adipokinetic hormone receptor (LOC551388), mRNA]
AM12810	GB16857-RA [Apis mellifera adipokinetic hormone receptor (LOC551388), mRNA]
AM01386	"NW_001253200.1 SET: UI_EST BI506089; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.40)"
AM01386	"NW_001253200.1 SET: UI_EST BI506089; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.40)"
AM03274	GB10648-RA [PREDICTED: Apis mellifera similar to crossveinless 2 CG15671-PA (LOC410271), mRNA]
AM03274	GB10648-RA [PREDICTED: Apis mellifera similar to crossveinless 2 CG15671-PA (LOC410271), mRNA]
AM04131	GB11511-RA [PREDICTED: Apis mellifera similar to CG7142-PA (LOC726329), mRNA]
AM04131	GB11511-RA [PREDICTED: Apis mellifera similar to CG7142-PA (LOC726329), mRNA]
AM06485	GB13887-RA [PREDICTED: Apis mellifera similar to CG12024-PB, isoform B (LOC412504), mRNA]
AM06485	GB13887-RA [PREDICTED: Apis mellifera similar to CG12024-PB, isoform B (LOC412504), mRNA]
AM12331	GB19784-RA [PREDICTED: Apis mellifera similar to RPP20 protein (LOC726732), mRNA]
AM12331	GB19784-RA [PREDICTED: Apis mellifera similar to RPP20 protein (LOC726732), mRNA]
AM10243	GB17669-RA [PREDICTED: Apis mellifera similar to Sloan-Kettering viral oncogene homolog (LOC724375), mRNA]
AM10243	GB17669-RA [PREDICTED: Apis mellifera similar to Sloan-Kettering viral oncogene homolog (LOC724375), mRNA]
AM00620R	DB734247 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10022C19 5', mRNA sequence
AM00620R	DB734247 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10022C19 5', mRNA sequence
AM02561	BB170032A20C12.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170032A20C12 5', mRNA sequence
AM02561	BB170032A20C12.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170032A20C12 5', mRNA sequence
AM08286	GB15703-RA [PREDICTED: Apis mellifera similar to CG14982-PB (LOC725799), mRNA]
AM08286	GB15703-RA [PREDICTED: Apis mellifera similar to CG14982-PB (LOC725799), mRNA]
AM01790	BB170021B10B06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170021B10B06 5', mRNA sequence
AM01790	BB170021B10B06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170021B10B06 5', mRNA sequence
AM00071R	"NW_001253154.1 SET: miRNA ame-mir-iab-4; Apis mellifera linkage group 16 genomic contig, reference assembly (based on Amel_4.0 Group16.9)"
AM00071R	"NW_001253154.1 SET: miRNA ame-mir-iab-4; Apis mellifera linkage group 16 genomic contig, reference assembly (based on Amel_4.0 Group16.9)"
AM00086R	"NW_001253226.1 SET: miRNA ame-mir-9a; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.64)"
AM00086R	"NW_001253226.1 SET: miRNA ame-mir-9a; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.64)"
AM01426	BB170024A20E08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170024A20E08 5', mRNA sequence
AM01426	BB170024A20E08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170024A20E08 5', mRNA sequence
AM08777	GB16200-RA [PREDICTED: Apis mellifera similar to NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa precursor (LOC726146), mRNA]
AM08777	GB16200-RA [PREDICTED: Apis mellifera similar to NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa precursor (LOC726146), mRNA]
AM09723	GB17148-RA [PREDICTED: Apis mellifera similar to L-lactate dehydrogenase A chain (LDH-A) (LDH muscle subunit) (LDH-M) (LOC411189), mRNA]
AM09723	GB17148-RA [PREDICTED: Apis mellifera similar to L-lactate dehydrogenase A chain (LDH-A) (LDH muscle subunit) (LDH-M) (LOC411189), mRNA]
AM00842	DB741914 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10049N02 5', mRNA sequence
AM00842	DB741914 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10049N02 5', mRNA sequence
AM07919	GB15331-RA [PREDICTED: Apis mellifera similar to CG2145-PA (LOC552728), mRNA]
AM07919	GB15331-RA [PREDICTED: Apis mellifera similar to CG2145-PA (LOC552728), mRNA]
AM02199	"NW_001253362.1 SET: UI_EST BI513819; Apis mellifera linkage group 5 genomic contig, reference assembly (based on Amel_4.0 Group5.4)"
AM02199	"NW_001253362.1 SET: UI_EST BI513819; Apis mellifera linkage group 5 genomic contig, reference assembly (based on Amel_4.0 Group5.4)"
AM05684	GB13076-RA
AM05684	GB13076-RA
AM06047	GB13443-RA [PREDICTED: Apis mellifera hypothetical LOC413346 (LOC413346), mRNA]
AM06047	GB13443-RA [PREDICTED: Apis mellifera hypothetical LOC413346 (LOC413346), mRNA]
AM10930	GB18366-RA [PREDICTED: Apis mellifera similar to Autophagy-specific gene 7 CG5489-PA, isoform A (LOC726637), mRNA]
AM10930	GB18366-RA [PREDICTED: Apis mellifera similar to Autophagy-specific gene 7 CG5489-PA, isoform A (LOC726637), mRNA]
AM03321	GB10696-RA [PREDICTED: Apis mellifera similar to CG12295-PB (LOC408841), mRNA]
AM03321	GB10696-RA [PREDICTED: Apis mellifera similar to CG12295-PB (LOC408841), mRNA]
AM09270	GB16691-RA [PREDICTED: Apis mellifera similar to CG5116-PA (LOC410784), mRNA]
AM09270	GB16691-RA [PREDICTED: Apis mellifera similar to CG5116-PA (LOC410784), mRNA]
AM12015	GB19463-RA [PREDICTED: Apis mellifera similar to CG7368-PA (LOC409878), mRNA]
AM12015	GB19463-RA [PREDICTED: Apis mellifera similar to CG7368-PA (LOC409878), mRNA]
AM10121	GB17550-RA [PREDICTED: Apis mellifera similar to CG33123-PA, transcript variant 1 (LOC412282), mRNA]
AM10121	GB17550-RA [PREDICTED: Apis mellifera similar to CG33123-PA, transcript variant 1 (LOC412282), mRNA]
AM06036	GB13432-RA [PREDICTED: Apis mellifera similar to lethal (2) 35Bd CG3688-PA (LOC412277), mRNA]
AM06036	GB13432-RA [PREDICTED: Apis mellifera similar to lethal (2) 35Bd CG3688-PA (LOC412277), mRNA]
AM01183	"NW_001253452.1 SET: UI_EST BI504174; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.6)"
AM01183	"NW_001253452.1 SET: UI_EST BI504174; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.6)"
AM01236	BB170011A10A08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170011A10A08 5', mRNA sequence
AM01236	BB170011A10A08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170011A10A08 5', mRNA sequence
AM12407	GB19860-RA [PREDICTED: Apis mellifera similar to Heat shock protein cognate 5 CG8542-PA (LOC408605), mRNA]
AM12407	GB19860-RA [PREDICTED: Apis mellifera similar to Heat shock protein cognate 5 CG8542-PA (LOC408605), mRNA]
AM04024	GB11403-RA [PREDICTED: Apis mellifera similar to CG6414-PA (LOC408395), mRNA]
AM04024	GB11403-RA [PREDICTED: Apis mellifera similar to CG6414-PA (LOC408395), mRNA]
AM02035	BB160020B20G07.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160020B20G07 5', mRNA sequence
AM02035	BB160020B20G07.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160020B20G07 5', mRNA sequence
AM01744	BB170023B10D05.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170023B10D05 5', mRNA sequence
AM01744	BB170023B10D05.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170023B10D05 5', mRNA sequence
AM11791	GB19237-RA [PREDICTED: Apis mellifera similar to CG2165-PA, isoform A (LOC551261), mRNA]
AM11791	GB19237-RA [PREDICTED: Apis mellifera similar to CG2165-PA, isoform A (LOC551261), mRNA]
AM01278	BB170015B20C11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015B20C11 5', mRNA sequence
AM01278	BB170015B20C11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015B20C11 5', mRNA sequence
AM00584	DB737754 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10035H01 5', mRNA sequence
AM00584	DB737754 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10035H01 5', mRNA sequence
AM08173	GB15589-RA [PREDICTED: Apis mellifera hypothetical protein LOC725649 (LOC725649), mRNA]
AM08173	GB15589-RA [PREDICTED: Apis mellifera hypothetical protein LOC725649 (LOC725649), mRNA]
AM04936	GB12317-RA [PREDICTED: Apis mellifera similar to COP9 constitutive photomorphogenic homolog subunit 3 (LOC552384), mRNA]
AM04936	GB12317-RA [PREDICTED: Apis mellifera similar to COP9 constitutive photomorphogenic homolog subunit 3 (LOC552384), mRNA]
AM09967	GB17394-RA [PREDICTED: Apis mellifera similar to ATP-binding cassette, sub-family A (ABC1), member 1 (LOC410829), mRNA]
AM09967	GB17394-RA [PREDICTED: Apis mellifera similar to ATP-binding cassette, sub-family A (ABC1), member 1 (LOC410829), mRNA]
AM03299	GB10673-RA [PREDICTED: Apis mellifera similar to Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase p85-subunit alpha) (PtdIns-3-kinase p85-alpha) (PI3K) (LOC408577), mRNA]
AM03299	GB10673-RA [PREDICTED: Apis mellifera similar to Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase p85-subunit alpha) (PtdIns-3-kinase p85-alpha) (PI3K) (LOC408577), mRNA]
AM02752	GB10124-RA [PREDICTED: Apis mellifera similar to l(3)82Fd CG32464-PK, isoform K, transcript variant 1 (LOC409882), mRNA]
AM02752	GB10124-RA [PREDICTED: Apis mellifera similar to l(3)82Fd CG32464-PK, isoform K, transcript variant 1 (LOC409882), mRNA]
AM01916	BB160006A20B11.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160006A20B11 5', mRNA sequence
AM01916	BB160006A20B11.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160006A20B11 5', mRNA sequence
AM06074	GB13470-RA [PREDICTED: Apis mellifera similar to Peritrophin A CG17058-PA, isoform A (LOC725759), partial mRNA]
AM06074	GB13470-RA [PREDICTED: Apis mellifera similar to Peritrophin A CG17058-PA, isoform A (LOC725759), partial mRNA]
AM03159	GB10532-RA [PREDICTED: Apis mellifera similar to CG1244-PA, isoform A (LOC409717), mRNA]
AM03159	GB10532-RA [PREDICTED: Apis mellifera similar to CG1244-PA, isoform A (LOC409717), mRNA]
AM10044	GB17473-RA [PREDICTED: Apis mellifera similar to triosephosphate isomerase 1b (LOC726117), mRNA]
AM10044	GB17473-RA [PREDICTED: Apis mellifera similar to triosephosphate isomerase 1b (LOC726117), mRNA]
AM12722	GB12344-RA
AM12722	GB12344-RA
AM05979	GB13376-RA [PREDICTED: Apis mellifera similar to nibrin (LOC726881), mRNA]
AM05979	GB13376-RA [PREDICTED: Apis mellifera similar to nibrin (LOC726881), mRNA]
AM08854	GB16274-RA [PREDICTED: Apis mellifera similar to Matrix metalloproteinase 2 CG1794-PB, isoform B (LOC724833), partial mRNA]
AM08854	GB16274-RA [PREDICTED: Apis mellifera similar to Matrix metalloproteinase 2 CG1794-PB, isoform B (LOC724833), partial mRNA]
AM02738	GB17135-RA [PREDICTED: Apis mellifera similar to myosin, heavy polypeptide 9, non-muscle isoform 1 (LOC410069), mRNA]
AM02738	GB17135-RA [PREDICTED: Apis mellifera similar to myosin, heavy polypeptide 9, non-muscle isoform 1 (LOC410069), mRNA]
AM12235	GB19687-RA [PREDICTED: Apis mellifera similar to zinc finger protein 239 (LOC724511), mRNA]
AM12235	GB19687-RA [PREDICTED: Apis mellifera similar to zinc finger protein 239 (LOC724511), mRNA]
AM00157	GB30209-RA Dscam exon 9 [Apis mellifera Down syndrome cell adhesion molecule (Dscam), mRNA]
AM00157	GB30209-RA Dscam exon 9 [Apis mellifera Down syndrome cell adhesion molecule (Dscam), mRNA]
AM05709	GB13101-RA [PREDICTED: Apis mellifera similar to CG13220-PA (LOC552534), mRNA]
AM05709	GB13101-RA [PREDICTED: Apis mellifera similar to CG13220-PA (LOC552534), mRNA]
AM00744R	DB770621 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10056C05 3', mRNA sequence
AM00744R	DB770621 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10056C05 3', mRNA sequence
AM03810	GB11186-RA
AM03810	GB11186-RA
AM09485	GB16908-RA [PREDICTED: Apis mellifera similar to bridging integrator 3 (LOC725583), mRNA]
AM09485	GB16908-RA [PREDICTED: Apis mellifera similar to bridging integrator 3 (LOC725583), mRNA]
AM06530	GB13932-RA [PREDICTED: Apis mellifera similar to F-box/WD repeat protein 9 (F-box and WD-40 domain protein 9), transcript variant 1 (LOC408843), mRNA]
AM06530	GB13932-RA [PREDICTED: Apis mellifera similar to F-box/WD repeat protein 9 (F-box and WD-40 domain protein 9), transcript variant 1 (LOC408843), mRNA]
AM08727	GB16148-RA [PREDICTED: Apis mellifera similar to CG11990-PA (LOC412377), mRNA]
AM08727	GB16148-RA [PREDICTED: Apis mellifera similar to CG11990-PA (LOC412377), mRNA]
AM11213	GB18652-RA [PREDICTED: Apis mellifera hypothetical protein LOC724871 (LOC724871), mRNA]
AM11213	GB18652-RA [PREDICTED: Apis mellifera hypothetical protein LOC724871 (LOC724871), mRNA]
AM06070	GB14714-RA [PREDICTED: Apis mellifera similar to CG32415-PA (LOC552668), mRNA]
AM06070	GB14714-RA [PREDICTED: Apis mellifera similar to CG32415-PA (LOC552668), mRNA]
AM02149	BB160012B20F09.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160012B20F09 5', mRNA sequence
AM02149	BB160012B20F09.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160012B20F09 5', mRNA sequence
AM06914	GB14314-RA [PREDICTED: Apis mellifera similar to CG12789-PB, isoform B (LOC410982), mRNA]
AM06914	GB14314-RA [PREDICTED: Apis mellifera similar to CG12789-PB, isoform B (LOC410982), mRNA]
AM05801	GB13193-RA [PREDICTED: Apis mellifera similar to GTP-binding protein REM 1 (Rad and Gem-like GTP-binding protein 1) (LOC409903), mRNA]
AM05801	GB13193-RA [PREDICTED: Apis mellifera similar to GTP-binding protein REM 1 (Rad and Gem-like GTP-binding protein 1) (LOC409903), mRNA]
AM04048	GB11427-RA [PREDICTED: Apis mellifera similar to DEAH (Asp-Glu-Ala-His) box polypeptide 33 (LOC726350), mRNA]
AM04048	GB11427-RA [PREDICTED: Apis mellifera similar to DEAH (Asp-Glu-Ala-His) box polypeptide 33 (LOC726350), mRNA]
AM04093	GB30531-RA [PREDICTED: Apis mellifera similar to Exportin-7 (Exp7) (Ran-binding protein 16) (LOC552060), mRNA]
AM04093	GB30531-RA [PREDICTED: Apis mellifera similar to Exportin-7 (Exp7) (Ran-binding protein 16) (LOC552060), mRNA]
AM12889R	AM12889R Unknown [Arrayset: JDE_EST jdeI13_3DEF2, jdeI13_3DEF2 Group8.14_126021_126090]
AM12889R	AM12889R Unknown [Arrayset: JDE_EST jdeI13_3DEF2, jdeI13_3DEF2 Group8.14_126021_126090]
AM08345	GB15763-RA [PREDICTED: Apis mellifera similar to fibroblast growth factor receptor substrate 2 (LOC727079), mRNA]
AM08345	GB15763-RA [PREDICTED: Apis mellifera similar to fibroblast growth factor receptor substrate 2 (LOC727079), mRNA]
AM08977	GB16396-RA [PREDICTED: Apis mellifera similar to CLIP-associating protein 2 (LOC410545), mRNA]
AM08977	GB16396-RA [PREDICTED: Apis mellifera similar to CLIP-associating protein 2 (LOC410545), mRNA]
AM00276	GB30453-RA
AM00276	GB30453-RA
AM04391	GB11772-RA [PREDICTED: Apis mellifera similar to kinesin family member 6 (LOC411316), mRNA]
AM04391	GB11772-RA [PREDICTED: Apis mellifera similar to kinesin family member 6 (LOC411316), mRNA]
AM10736	GB18168-RA [PREDICTED: Apis mellifera similar to Protein suppressor of forked (LOC410390), mRNA]
AM10736	GB18168-RA [PREDICTED: Apis mellifera similar to Protein suppressor of forked (LOC410390), mRNA]
AM11244	GB18683-RA [PREDICTED: Apis mellifera similar to Annexin-B9 (Annexin-9) (Annexin IX) (LOC412487), partial mRNA]
AM11244	GB18683-RA [PREDICTED: Apis mellifera similar to Annexin-B9 (Annexin-9) (Annexin IX) (LOC412487), partial mRNA]
AM03170	GB10543-RA [PREDICTED: Apis mellifera similar to small nuclear RNA activating complex, polypeptide 3 (LOC726244), mRNA]
AM03170	GB10543-RA [PREDICTED: Apis mellifera similar to small nuclear RNA activating complex, polypeptide 3 (LOC726244), mRNA]
AM09093	[Antisense] GB18626-RA [PREDICTED: Apis mellifera similar to CG15006-PA (LOC552627), mRNA]
AM09093	[Antisense] GB18626-RA [PREDICTED: Apis mellifera similar to CG15006-PA (LOC552627), mRNA]
AM02594	[Antisense] GB16645-RA
AM02594	[Antisense] GB16645-RA
AM09522	GB16945-RA [PREDICTED: Apis mellifera similar to carmine CG3035-PA (LOC552520), mRNA]
AM09522	GB16945-RA [PREDICTED: Apis mellifera similar to carmine CG3035-PA (LOC552520), mRNA]
AM02889	GB10262-RA [PREDICTED: Apis mellifera similar to Vacuolar protein sorting 18 (LOC413525), partial mRNA]
AM02889	GB10262-RA [PREDICTED: Apis mellifera similar to Vacuolar protein sorting 18 (LOC413525), partial mRNA]
AM08905	GB30142-RA [PREDICTED: Apis mellifera similar to transcriptional adaptor 2 (ADA2 homolog, yeast)-like (LOC408384), mRNA]
AM08905	GB30142-RA [PREDICTED: Apis mellifera similar to transcriptional adaptor 2 (ADA2 homolog, yeast)-like (LOC408384), mRNA]
AM08125	GB15540-RA
AM08125	GB15540-RA
AM08061	GB15475-RA [PREDICTED: Apis mellifera similar to mitochondrial ribosomal protein L38 CG15871-PA (LOC410727), mRNA]
AM08061	GB15475-RA [PREDICTED: Apis mellifera similar to mitochondrial ribosomal protein L38 CG15871-PA (LOC410727), mRNA]
AM11114	GB18554-RA [PREDICTED: Apis mellifera similar to CG9520-PB, isoform B (LOC409263), mRNA]
AM11114	GB18554-RA [PREDICTED: Apis mellifera similar to CG9520-PB, isoform B (LOC409263), mRNA]
AM11580	GB19025-RA [PREDICTED: Apis mellifera similar to Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11) (LOC413294), mRNA]
